序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
5285,600125,铁龙物流,5.91,-3.27,-0.2,216005.0,128944379.0,4.58,6.15,5.87,6.11,6.11,1.73,1.65,12.05,1.12,7715634275.0,7715634275.0,0.0,0.0,-2.48,9.85
5286,688505,复旦张江,10.04,-3.28,-0.34,54524.0,55166499.0,4.05,10.42,10.0,10.41,10.38,1.42,0.77,76.03,4.49,10407183884.0,7134143884.0,0.2,-0.1,17.56,21.26
5287,301257,普蕊斯,65.47,-3.28,-2.22,19534.0,127565446.32,4.08,67.05,64.29,67.04,67.69,0.82,5.46,32.32,4.0,4004145200.0,2343756602.0,0.49,0.57,8.39,36.94
5288,301039,中集车辆,11.77,-3.29,-0.4,149443.0,176243167.35,4.44,12.18,11.64,12.18,12.17,1.25,2.06,6.26,1.66,23747152000.0,8536033899.0,0.09,0.09,-9.88,53.46
5289,000153,丰原药业,9.71,-3.29,-0.33,234331.0,228171003.0,3.78,10.0,9.62,10.0,10.04,0.54,7.51,15.65,1.77,3224800043.0,3029298903.0,0.1,0.1,-0.1,-27.86
5290,601766,中国中车,5.59,-3.29,-0.19,968682.0,543185778.0,4.5,5.8,5.54,5.78,5.78,2.27,0.4,23.18,1.05,160426650252.0,135992391088.0,-0.36,-0.36,-12.93,13.85
5291,601611,中国核建,7.06,-3.29,-0.24,209110.0,148970582.0,4.52,7.33,7.0,7.31,7.3,3.45,0.72,11.93,1.2,21313230983.0,20633880089.0,0.14,0.0,-15.45,-6.12
5292,002563,森马服饰,5.88,-3.29,-0.2,133428.0,79453837.96,5.1,6.16,5.85,6.09,6.08,1.72,0.75,15.36,1.45,15841250141.0,10465700515.0,0.0,0.17,-7.4,16.67
5293,000811,冰轮环境,14.68,-3.29,-0.5,84652.0,125205926.19,3.69,15.21,14.65,15.09,15.18,1.15,1.14,15.08,2.13,11202422563.0,10948676223.0,0.07,0.0,-5.35,34.68
5294,600351,亚宝药业,8.22,-3.29,-0.28,224814.0,186969723.0,4.24,8.55,8.19,8.5,8.5,0.81,2.92,18.83,2.09,6329400189.0,6329400189.0,0.12,0.12,14.33,40.99
5295,688501,青达环保,16.68,-3.3,-0.57,34658.0,58392355.0,5.04,17.42,16.55,17.29,17.25,1.03,4.24,79.6,2.56,2052824280.0,1363026967.0,0.36,0.12,-25.34,-15.8
5296,603538,美诺华,17.76,-3.32,-0.61,94191.0,167137741.0,4.19,18.25,17.48,18.21,18.37,1.04,4.46,61.42,1.87,3790071717.0,3750221207.0,0.11,0.28,-3.74,-30.6
5297,000557,西部创业,4.36,-3.33,-0.15,108285.0,47814648.96,4.66,4.56,4.35,4.51,4.51,1.56,0.74,25.07,1.11,6358513845.0,6356514623.0,0.23,0.23,-20.15,-11.02
5298,002883,中设股份,11.32,-3.33,-0.39,29804.0,33937130.4,4.01,11.74,11.27,11.71,11.71,1.67,2.2,37.94,2.71,1767699119.0,1532694640.0,0.0,0.09,-5.03,2.35
5299,603102,百合股份,43.01,-3.35,-1.49,12675.0,54972069.0,3.78,44.59,42.91,44.59,44.5,1.57,3.54,14.12,1.86,2752640000.0,1539299944.0,0.05,0.19,0.73,7.55
5300,600062,华润双鹤,16.74,-3.35,-0.58,199064.0,335094297.0,3.81,17.32,16.66,17.32,17.32,0.66,1.95,11.2,1.65,17405247617.0,17092566179.0,-0.12,0.0,-2.84,-4.89
5301,001368,通达创智,25.58,-3.36,-0.89,39438.0,101387442.74,2.76,26.18,25.45,26.01,26.47,1.05,14.09,25.99,2.1,2864960000.0,716240000.0,0.0,0.08,2.69,2.61
5302,301331,恩威医药,42.48,-3.37,-1.48,11874.0,50780353.26,3.69,43.96,42.34,43.7,43.96,0.82,5.17,23.29,2.7,2979477490.0,976310576.0,-0.26,0.0,11.55,11.32
5303,002372,伟星新材,17.44,-3.38,-0.61,111467.0,194977200.09,4.88,18.1,17.22,18.01,18.05,2.19,0.77,28.09,5.7,27765840111.0,25350234640.0,0.0,0.11,-10.93,-15.91
5304,688067,爱威科技,22.56,-3.38,-0.79,7327.0,16637508.0,4.84,23.43,22.3,23.35,23.35,1.01,1.79,82.12,3.21,1534080000.0,925346724.0,0.4,0.18,3.82,21.1
5305,603667,五洲新春,19.13,-3.38,-0.67,129705.0,248702022.0,3.69,19.59,18.86,19.55,19.8,0.61,3.98,42.46,2.49,7052908239.0,6234548551.0,0.0,0.0,22.79,45.7
5306,301037,保立佳,19.95,-3.39,-0.7,11904.0,23920034.8,4.07,20.66,19.82,20.66,20.65,1.02,4.21,545.65,2.39,1997150989.0,563683759.0,0.05,0.05,12.14,24.14
5307,688103,国力股份,50.0,-3.4,-1.76,9894.0,50385459.0,5.2,52.69,50.0,52.69,51.76,1.24,1.56,85.11,4.61,4791984000.0,3170089000.0,-0.64,-1.13,-19.51,-21.96
5308,002774,快意电梯,7.94,-3.41,-0.28,35424.0,28296021.0,4.62,8.28,7.9,8.22,8.22,1.15,1.26,24.02,2.27,2673301926.0,2237358489.0,0.13,0.13,1.15,29.11
5309,002025,航天电器,56.35,-3.41,-1.99,37756.0,214010034.3,3.27,58.19,56.28,58.19,58.34,1.42,0.83,30.08,4.33,25744638926.0,25501813928.0,-0.14,-0.12,-8.82,-14.47
5310,871478,巨能股份,12.99,-3.42,-0.46,8535.0,11254380.9,4.61,13.52,12.9,13.3,13.45,1.04,4.31,29.19,3.84,993463470.0,257202000.0,0.0,0.0,-51.53,-35.02
5311,688265,南模生物,39.53,-3.42,-1.4,2475.0,9857892.0,3.66,40.89,39.39,40.51,40.93,0.92,0.51,-530.69,1.75,3081897669.0,1930477632.0,0.03,0.03,4.22,-19.33
5312,002468,申通快递,10.16,-3.42,-0.36,93045.0,95714419.58,3.8,10.54,10.14,10.52,10.52,1.31,0.62,35.62,1.86,15552950007.0,15159183875.0,0.1,0.2,-7.38,-1.65
5313,600566,济川药业,26.17,-3.43,-0.93,79280.0,209091720.0,3.43,27.06,26.13,27.06,27.1,1.1,0.87,9.0,2.03,24128652592.0,23965129347.0,-0.08,-0.08,-5.01,-0.65
5314,603590,康辰药业,36.56,-3.43,-1.3,13459.0,49687275.0,3.91,37.78,36.3,37.78,37.86,1.38,0.85,31.49,1.9,5849600000.0,5758565600.0,0.16,0.33,9.56,47.78
5315,300206,理邦仪器,10.4,-3.44,-0.37,95180.0,100051678.95,4.92,10.88,10.35,10.8,10.77,1.74,2.8,14.61,3.11,6049907198.0,3540555876.0,0.0,0.0,-27.83,-12.01
5316,301230,泓博医药,44.03,-3.44,-1.57,13740.0,60905264.05,3.4,45.4,43.85,45.01,45.6,0.6,5.66,72.04,4.26,4738625984.0,1067947650.0,0.11,0.16,-0.43,16.48
5317,601326,秦港股份,3.08,-3.45,-0.11,300645.0,93882885.0,4.08,3.21,3.08,3.19,3.19,1.91,0.63,9.43,0.96,17209228960.0,14653281720.0,0.0,-0.32,-7.23,14.93
5318,002827,高争民爆,12.31,-3.45,-0.44,119381.0,148865088.11,4.71,12.88,12.28,12.71,12.75,0.72,4.33,51.5,4.23,3397560000.0,3397546151.0,0.16,0.08,4.23,33.23
5319,600572,康恩贝,5.31,-3.45,-0.19,587924.0,315172760.0,4.18,5.51,5.28,5.49,5.5,0.99,2.29,13.22,1.95,13646898164.0,13611098924.0,0.0,0.19,-5.68,15.94
5320,002275,桂林三金,15.93,-3.45,-0.57,45022.0,72250090.97,4.24,16.55,15.85,16.53,16.5,0.98,0.8,12.33,3.16,9359967798.0,8910104056.0,0.0,0.06,-5.18,24.26
5321,300125,聆达股份,14.22,-3.46,-0.51,39654.0,57018312.68,4.28,14.83,14.2,14.73,14.73,1.1,1.51,-582.02,5.63,3775409929.0,3738151396.0,-0.21,-0.14,-16.35,-28.33
5322,688279,峰岹科技,104.26,-3.46,-3.74,3263.0,34315605.0,4.0,107.99,103.67,106.41,108.0,0.33,0.59,57.88,4.19,9629805999.0,5747491601.0,0.01,0.01,-17.45,21.77
5323,002693,双成药业,7.24,-3.47,-0.26,219596.0,159992343.0,4.27,7.52,7.2,7.52,7.5,0.66,5.35,171.39,5.65,3013173463.0,2971214738.0,0.56,0.28,20.27,-0.41
5324,300723,一品红,24.15,-3.48,-0.87,141506.0,343586946.1,4.32,25.06,23.98,24.97,25.02,0.91,6.34,26.76,4.85,10967560236.0,5389637900.0,0.54,0.46,-14.45,5.37
5325,688273,麦澜德,32.46,-3.48,-1.17,6777.0,22286010.0,4.07,33.72,32.35,33.63,33.63,0.86,2.03,27.75,2.43,3266125200.0,1081975027.0,0.09,0.12,-3.25,2.08
5326,000877,天山股份,7.48,-3.48,-0.27,163621.0,123736709.38,4.9,7.81,7.43,7.75,7.75,1.73,0.9,228.58,0.81,64802402649.0,13629612040.0,0.0,0.27,-8.11,-9.33
5327,688239,航宇科技,54.08,-3.5,-1.96,24122.0,131946948.0,5.05,56.64,53.81,55.92,56.04,1.57,2.33,34.47,5.11,7982810884.0,5599739396.0,-0.06,0.0,-20.9,-30.14
5328,688076,诺泰生物,38.27,-3.5,-1.39,75743.0,291678052.0,3.73,39.48,38.0,39.48,39.66,0.67,5.17,97.47,4.27,8158544026.0,5601731526.0,0.08,-0.1,9.5,68.29
5329,605378,野马电池,22.28,-3.51,-0.81,10041.0,22581575.0,3.94,23.09,22.18,22.86,23.09,1.71,3.01,39.83,2.56,2970815200.0,742815200.0,-0.22,0.0,-4.75,7.22
5330,688556,高测股份,44.28,-3.51,-1.61,45550.0,203952582.0,3.77,45.89,44.16,45.89,45.89,1.33,1.42,10.52,4.28,15014278904.0,14207821965.0,-0.02,0.02,-13.77,-16.99
5331,001319,铭科精技,26.67,-3.51,-0.97,204328.0,557681641.99,8.29,28.67,26.38,28.0,27.64,1.34,37.21,47.42,3.22,3771138000.0,1464636390.0,-0.11,-0.04,25.56,33.48
5332,688576,西山科技,93.18,-3.52,-3.4,7365.0,69097389.0,4.09,96.58,92.63,96.58,96.58,1.48,5.97,53.77,2.37,4938676602.0,1149660524.0,-0.05,0.34,-28.43,-31.38
5333,000756,新华制药,19.45,-3.52,-0.71,141450.0,277828239.08,4.12,20.24,19.41,20.22,20.16,1.07,3.21,24.32,3.03,13122581141.0,8577569812.0,-0.1,0.05,-7.56,-34.95
5334,002641,公元股份,5.2,-3.53,-0.19,166965.0,87174101.28,4.45,5.39,5.15,5.36,5.39,2.21,1.47,18.73,1.23,6391288129.0,5898754415.0,0.0,0.0,-9.09,18.45
5335,000528,柳    工,6.83,-3.53,-0.25,208918.0,143122418.0,5.08,7.11,6.75,7.08,7.08,1.88,1.48,10.85,0.82,13326735443.0,9650331188.0,-0.29,-0.29,-13.43,18.17
5336,300363,博腾股份,27.23,-3.58,-1.01,147706.0,406548816.77,4.53,28.38,27.1,28.14,28.24,0.65,2.95,18.12,2.54,14870848145.0,13626465981.0,0.0,0.33,-7.66,-31.48
5337,300284,苏交科,5.66,-3.58,-0.21,151947.0,87142139.13,4.6,5.91,5.64,5.87,5.87,3.03,1.71,20.89,0.87,7147605201.0,5030938487.0,0.0,0.0,-7.06,3.66
5338,600222,太龙药业,5.39,-3.58,-0.2,143755.0,78304966.0,2.86,5.54,5.38,5.53,5.59,0.6,2.5,-40.35,2.18,3093247065.0,3093247065.0,-0.37,-0.19,-8.18,-15.38
5339,603153,上海建科,15.57,-3.59,-0.58,37350.0,58812471.0,5.08,16.35,15.53,16.2,16.15,1.45,6.79,48.23,1.99,6381537420.0,856350000.0,0.0,0.06,-12.48,38.28
5340,688003,天准科技,37.99,-3.6,-1.42,8696.0,33521185.0,5.13,39.95,37.93,39.95,39.41,1.03,0.45,857.49,4.32,7299816490.0,7299816490.0,0.05,-0.24,-9.76,21.37
5341,301089,拓新药业,52.91,-3.61,-1.98,36652.0,196221286.1,3.99,55.02,52.83,55.0,54.89,0.93,4.68,10.77,4.02,6666660000.0,4145196490.0,-0.08,-0.17,-25.78,-26.1
5342,601100,恒立液压,59.3,-3.61,-2.22,105955.0,628337819.0,5.48,62.07,58.7,61.5,61.52,3.62,0.79,31.09,6.03,79510684826.0,79510684826.0,-0.08,-0.05,-7.29,-5.17
5343,688680,海优新材,70.36,-3.62,-2.64,18092.0,128749406.0,5.07,73.7,70.0,73.03,73.0,1.23,3.47,-86.53,2.61,5911662046.0,3664096278.0,0.0,0.2,-38.38,-62.0
5344,688515,裕太微-U,127.11,-3.62,-4.77,14824.0,190166499.0,4.4,131.8,126.0,130.55,131.88,1.21,7.66,-61.43,5.39,10168800000.0,2459302290.0,0.17,0.09,-21.55,38.16
5345,301139,元道通信,39.39,-3.62,-1.48,154068.0,618040712.11,7.41,41.69,38.66,40.8,40.87,0.97,22.66,60.66,2.56,4789067712.0,2677960662.0,-0.08,0.25,43.76,55.26
5346,301272,英华特,63.32,-3.62,-2.38,8096.0,51804121.96,6.07,66.99,63.0,65.39,65.7,0.77,5.83,48.9,3.9,3705214124.0,878573865.0,-0.08,-0.02,23.21,23.21
5347,688429,时创能源,22.86,-3.63,-0.86,23510.0,54543454.0,4.81,23.88,22.74,23.72,23.72,1.02,7.4,38.63,4.11,9144018288.0,725925587.0,0.04,0.26,-14.61,19.06
5348,603617,君禾股份,7.97,-3.63,-0.3,297013.0,233462284.0,5.56,8.12,7.66,8.1,8.27,1.0,7.59,102.94,2.1,3116838556.0,3116838556.0,0.13,0.0,-19.74,-12.99
5349,001282,三联锻造,39.11,-3.65,-1.48,159845.0,635555035.62,7.34,41.6,38.62,41.0,40.59,1.08,57.48,47.53,3.25,4433509600.0,1087592938.0,-0.66,0.26,17.2,40.03
5350,600031,三一重工,15.3,-3.65,-0.58,902846.0,1392257027.0,4.35,15.96,15.27,15.9,15.88,2.6,1.07,19.09,1.94,129845011931.0,129502502306.0,-0.13,-0.13,-8.0,-2.17
5351,688456,有研粉材,29.47,-3.66,-1.12,9998.0,29739946.0,5.07,30.8,29.25,30.8,30.59,1.2,1.55,51.4,2.68,3054860200.0,1898125863.0,-0.91,0.27,-17.52,-12.81
5352,600415,小商品城,8.68,-3.66,-0.33,1044008.0,913549396.0,5.44,9.06,8.57,9.03,9.01,1.13,1.91,11.91,2.8,47619123848.0,47361445896.0,0.0,0.46,3.83,67.57
5353,600613,神奇制药,7.36,-3.66,-0.28,156409.0,116259590.0,4.32,7.67,7.34,7.65,7.64,0.78,3.26,56.58,1.7,3930767182.0,3527795038.0,0.0,-0.14,9.2,-9.47
5354,000651,格力电器,35.25,-3.69,-1.35,460552.0,1639098479.11,4.84,36.85,35.08,36.73,36.6,2.75,0.82,7.83,1.99,198507052370.0,197122892771.0,0.06,0.03,-1.18,16.26
5355,603896,寿仙谷,40.59,-3.7,-1.56,23057.0,93978749.0,5.43,42.29,40.0,42.29,42.15,1.9,1.14,45.39,4.22,8192223605.0,8192223605.0,-0.1,0.02,4.43,3.49
5356,835185,贝特瑞,21.83,-3.71,-0.84,11557.0,25662128.88,4.19,22.77,21.82,22.68,22.67,2.26,0.11,14.23,2.25,24118934703.0,23761426998.0,-0.14,-0.5,-5.17,-20.68
5357,002080,中材科技,19.73,-3.71,-0.76,123748.0,246049241.06,5.03,20.68,19.65,20.41,20.49,2.59,0.74,11.89,1.88,33109378312.0,33109378312.0,-0.15,-0.15,-4.64,-5.01
5358,600938,中国海油,20.2,-3.72,-0.78,454956.0,930452073.0,3.67,20.94,20.17,20.8,20.98,1.05,1.6,7.53,1.51,960848632477.0,57405407431.0,0.05,0.0,10.26,39.12
5359,688510,航亚科技,17.06,-3.72,-0.66,42596.0,73909804.0,4.85,17.85,16.99,17.84,17.72,1.09,2.56,64.85,4.45,4408007292.0,2833129719.0,0.24,0.35,-13.4,7.3
5360,301255,通力科技,45.23,-3.72,-1.75,37797.0,172493504.46,4.81,47.27,45.01,47.27,46.98,0.68,13.9,59.69,4.91,4921024000.0,1230256000.0,-0.11,-0.04,-22.79,117.66
5361,001367,海森药业,45.9,-3.73,-1.78,16436.0,76019919.22,3.44,47.22,45.58,47.21,47.68,1.38,9.87,34.07,2.62,3121200000.0,764619413.0,0.04,0.24,-1.21,3.19
5362,600871,石化油服,2.06,-3.74,-0.08,1301532.0,277559604.0,7.94,2.22,2.05,2.14,2.14,3.29,0.96,60.0,4.84,39107740468.0,27952919815.0,-0.48,-0.48,0.49,4.04
5363,301507,民生健康,20.34,-3.74,-0.79,100369.0,206781247.79,5.63,21.4,20.21,21.33,21.13,1.07,11.87,51.76,4.98,7252315072.0,1719657443.0,-0.15,-0.05,103.4,103.4
5364,605287,德才股份,17.2,-3.75,-0.67,18977.0,32995626.0,4.87,18.0,17.13,17.8,17.87,1.5,2.16,11.2,1.32,2408000000.0,1512847896.0,0.0,0.06,1.47,8.52
5365,600055,万东医疗,17.7,-3.75,-0.69,50656.0,91185908.0,4.4,18.49,17.68,18.45,18.39,1.74,0.94,81.83,2.7,12444180727.0,9572446722.0,0.0,-0.11,-12.16,-8.86
5366,603267,鸿远电子,57.94,-3.75,-2.26,58347.0,340277172.0,6.06,60.99,57.34,60.42,60.2,1.26,2.52,30.17,3.26,13448847392.0,13433134064.0,0.0,-0.05,-8.32,-42.51
5367,301239,普瑞眼科,107.6,-3.76,-4.2,11511.0,125863515.96,4.99,112.78,107.2,112.78,111.8,1.1,1.63,34.28,6.99,16099009565.0,7616946219.0,-0.01,0.09,11.04,52.62
5368,300122,智飞生物,56.2,-3.77,-2.2,482564.0,2737462613.04,4.76,58.18,55.4,58.0,58.4,1.84,3.4,15.83,4.87,134880000000.0,79833134811.0,0.3,0.38,27.44,-3.47
5369,002991,甘源食品,67.63,-3.77,-2.65,6241.0,42703105.27,4.0,70.3,67.49,70.29,70.28,1.22,1.26,26.36,4.12,6304186651.0,3360232462.0,0.0,0.03,-16.51,-10.09
5370,001332,锡装股份,34.68,-3.77,-1.36,9406.0,33114220.65,4.55,36.18,34.54,35.98,36.04,1.88,3.48,18.41,1.74,3745440000.0,936360000.0,0.06,0.09,-10.83,-16.41
5371,688137,近岸蛋白,50.64,-3.78,-1.99,6870.0,35038002.0,3.17,52.0,50.33,52.0,52.63,1.18,2.53,143.75,1.63,3553684231.0,1375586783.0,-0.24,0.1,-4.54,-32.93
5372,688105,诺唯赞,28.88,-3.8,-1.14,20711.0,60365437.0,4.03,30.02,28.81,30.02,30.02,1.38,1.24,-71.23,2.88,11552288800.0,4813187355.0,-0.17,-0.21,-3.7,-44.34
5373,603963,大理药业,10.6,-3.81,-0.42,57295.0,61288854.0,4.45,11.02,10.53,11.0,11.02,1.08,2.61,-107.99,5.97,2328820000.0,2328820000.0,-0.09,0.0,-6.77,-18.84
5374,301261,恒工精密,48.89,-3.82,-1.94,63887.0,308821186.16,5.9,50.5,47.5,50.5,50.83,0.84,32.28,36.03,3.03,4296951682.0,967621004.0,-0.02,-0.12,-1.63,33.58
5375,834599,同力股份,8.76,-3.84,-0.35,30611.0,26994692.31,4.83,9.13,8.69,9.11,9.11,1.05,1.49,5.93,1.85,3964119000.0,1797228861.0,0.0,0.0,17.9,33.13
5376,000151,中成股份,12.99,-3.85,-0.52,348437.0,469043973.23,8.51,14.07,12.92,13.9,13.51,1.35,13.07,-62.77,6.67,4382445757.0,3462406131.0,0.0,-0.08,1.8,2.12
5377,301367,怡和嘉业,121.35,-3.86,-4.87,6799.0,83318149.35,3.84,125.98,121.13,125.83,126.22,1.07,4.25,15.94,2.84,7766400000.0,1941600000.0,0.02,0.01,-15.85,-44.22
5378,300404,博济医药,9.17,-3.88,-0.37,132860.0,122979138.0,4.72,9.59,9.14,9.51,9.54,0.96,4.91,96.3,3.84,3393316070.0,2482043662.0,-0.11,0.0,-9.83,17.41
5379,002062,宏润建设,4.45,-3.89,-0.18,145424.0,65618048.06,4.54,4.66,4.45,4.64,4.63,2.14,1.47,13.42,1.17,4906125000.0,4405188665.0,-0.22,-0.45,-17.44,-13.26
5380,002369,卓翼科技,6.41,-3.9,-0.26,1946952.0,1324238340.25,13.19,7.19,6.31,6.94,6.67,2.6,34.39,-14.22,3.77,3634189755.0,3629326847.0,0.0,-0.31,20.26,35.52
5381,605100,华丰股份,14.75,-3.91,-0.6,25970.0,38444896.0,5.73,15.4,14.52,15.38,15.35,2.75,1.53,26.02,1.38,2506497000.0,2506497000.0,0.14,0.07,-13.44,13.55
5382,430418,苏轴股份,16.2,-3.91,-0.66,2157.0,3539349.53,3.44,16.75,16.17,16.75,16.86,0.42,0.42,14.18,2.45,1566864000.0,828508775.0,-0.12,-0.61,-3.63,76.09
5383,600836,上海易连,4.16,-3.93,-0.17,223396.0,94050350.0,4.39,4.33,4.14,4.3,4.33,1.22,3.36,-244.03,2.44,2782844780.0,2767411180.0,0.0,0.0,-14.4,-34.38
5384,688551,科威尔,51.61,-3.93,-2.11,4389.0,22910286.0,3.46,53.33,51.47,53.33,53.72,0.86,0.83,41.31,3.93,4144448668.0,2743096428.0,0.21,0.14,-21.84,6.57
5385,301518,长华化学,25.19,-3.93,-1.03,20510.0,52527893.0,4.12,26.25,25.17,26.19,26.22,1.49,6.17,39.75,2.57,3531088959.0,837403009.0,-0.08,-0.04,-2.17,-2.17
5386,832735,德源药业,26.9,-3.93,-1.1,3021.0,8169424.33,5.36,28.0,26.5,27.83,28.0,1.95,0.55,14.65,2.42,2105614716.0,1473291292.0,1.13,1.05,7.56,82.99
5387,002846,英联股份,10.76,-3.93,-0.44,105992.0,116648993.55,9.2,11.78,10.75,11.58,11.2,3.1,4.4,702.67,3.62,4519131523.0,2594773806.0,0.0,-0.09,-26.1,13.14
5388,002021,*ST中捷,2.44,-3.94,-0.1,332692.0,81612195.93,4.33,2.52,2.41,2.51,2.54,0.74,4.84,-295.96,-5.6,1678268698.0,1678213798.0,-0.41,0.41,9.91,24.49
5389,688160,步科股份,60.23,-3.94,-2.47,18042.0,109441728.0,5.02,62.65,59.5,62.59,62.7,0.62,6.51,80.71,7.05,5059320000.0,1669389248.0,-0.17,-0.35,-17.04,110.45
5390,002907,华森制药,16.58,-3.94,-0.68,106502.0,177501794.38,4.87,17.27,16.43,17.24,17.26,0.7,3.45,83.7,4.26,6923746886.0,5121323331.0,-0.06,0.3,8.72,-18.28
5391,600742,一汽富维,8.99,-3.95,-0.37,421477.0,376989333.0,3.85,9.14,8.78,9.14,9.36,4.56,6.17,13.36,0.84,6680090341.0,6145544276.0,0.0,0.33,4.78,10.85
5392,000733,振华科技,75.9,-4.0,-3.16,109054.0,838671102.14,7.15,80.8,75.15,80.6,79.06,2.34,2.1,12.91,3.69,39499359451.0,39479264926.0,0.12,0.08,-17.47,-32.89
5393,000615,*ST美谷,4.31,-4.01,-0.18,416696.0,185712899.88,8.02,4.63,4.27,4.51,4.49,1.61,5.47,-39.92,-16.23,3288442589.0,3283229493.0,-0.46,0.47,31.4,-47.82
5394,300890,翔丰华,33.1,-4.03,-1.39,27476.0,90980277.32,1.77,33.46,32.85,32.88,34.49,1.62,2.82,26.06,2.19,3619032887.0,3222557413.0,0.0,0.12,-21.34,-18.27
5395,300260,新莱应材,37.12,-4.03,-1.56,95118.0,359583048.22,7.68,39.38,36.41,38.2,38.68,0.92,3.41,68.38,9.03,15137786634.0,10344276726.0,0.11,-0.19,7.53,-0.19
5396,688767,博拓生物,27.6,-4.03,-1.16,11297.0,31478904.0,4.66,28.9,27.56,28.76,28.76,1.24,2.81,23.89,1.23,2944000009.0,1111360009.0,0.11,0.07,-3.5,-37.27
5397,601668,中国建筑,5.22,-4.04,-0.22,3553344.0,1869818119.0,5.15,5.48,5.2,5.47,5.44,2.31,0.86,3.78,0.56,218819865398.0,215692438118.0,0.0,0.0,-8.26,0.77
5398,603985,恒润股份,26.51,-4.05,-1.12,124725.0,335147444.0,4.63,27.59,26.31,27.48,27.63,0.77,2.83,105.65,3.4,11687145660.0,11687145660.0,-0.08,-0.04,26.3,7.5
5399,002626,金达威,17.73,-4.06,-0.75,76729.0,137558246.57,4.44,18.5,17.68,18.5,18.48,1.85,1.26,29.38,2.83,10814143490.0,10812547790.0,-0.06,0.0,-4.63,-13.6
5400,603529,爱玛科技,27.89,-4.06,-1.18,48502.0,137105653.0,5.37,29.34,27.78,29.11,29.07,1.55,2.17,13.43,3.61,24039082867.0,6234341143.0,-0.04,-0.11,-12.38,-5.01
5401,600750,江中药业,18.84,-4.07,-0.8,89733.0,170651391.0,4.33,19.63,18.78,19.63,19.64,1.22,1.44,13.26,3.01,11858743009.0,11750507209.0,-0.05,0.0,-2.03,36.52
5402,300937,药易购,32.47,-4.08,-1.38,30854.0,100751074.6,4.96,33.85,32.17,33.85,33.85,1.87,7.49,33.25,3.68,3106297165.0,1337836473.0,0.0,0.15,3.37,13.29
5403,002472,双环传动,27.25,-4.08,-1.16,300147.0,824194208.86,5.39,28.58,27.05,28.5,28.41,0.81,3.96,31.53,3.15,23241452842.0,20635131361.0,0.18,0.22,-18.12,7.41
5404,605266,健之佳,47.42,-4.09,-2.02,11842.0,56606748.0,4.51,49.53,47.3,49.44,49.44,1.45,1.55,19.33,2.35,6112973514.0,3615784958.0,-0.25,0.04,-20.93,-21.58
5405,300488,恒锋工具,26.95,-4.09,-1.15,64618.0,174354875.64,3.56,27.49,26.49,27.24,28.1,0.95,4.73,36.85,3.4,4465056623.0,3683973990.0,0.52,-0.04,13.14,23.06
5406,603856,东宏股份,11.92,-4.1,-0.51,34671.0,41839713.0,5.39,12.53,11.86,12.48,12.43,1.76,1.35,10.68,1.38,3062255152.0,3056462032.0,0.08,0.34,-13.62,4.38
5407,600894,广日股份,7.46,-4.11,-0.32,134520.0,100524581.0,5.66,7.8,7.36,7.79,7.78,2.11,1.56,10.84,0.72,6415203837.0,6415203837.0,0.0,0.0,1.63,18.98
5408,603018,华设集团,7.9,-4.13,-0.34,139835.0,111066195.0,4.73,8.24,7.85,8.22,8.24,3.44,2.09,10.31,1.2,5401869521.0,5282105521.0,-0.13,-0.13,-10.73,7.92
5409,300473,德尔股份,18.46,-4.15,-0.8,134114.0,247895625.0,3.63,18.99,18.29,18.91,19.26,2.01,8.97,235.14,1.85,2777421840.0,2760842674.0,-0.16,0.05,-12.8,24.14
5410,688351,微电生理-U,20.97,-4.16,-0.91,22586.0,47413315.0,5.85,21.93,20.65,21.6,21.88,1.34,1.85,2289.22,5.87,9868482000.0,2559092425.0,-0.14,0.96,16.44,-20.78
5411,688091,上海谊众,55.24,-4.18,-2.41,12743.0,71384453.0,4.86,57.84,55.04,57.65,57.65,1.35,1.1,41.99,6.27,8743210432.0,6418326320.0,0.22,0.05,-28.71,-12.57
5412,600248,陕建股份,4.31,-4.22,-0.19,582367.0,253960874.0,5.56,4.53,4.28,4.52,4.5,2.36,4.01,3.78,0.8,16243882653.0,6252357728.0,-0.23,-0.23,-9.07,5.12
5413,000582,北部湾港,7.47,-4.23,-0.33,257987.0,194565065.66,5.38,7.83,7.41,7.8,7.8,3.36,1.83,10.94,1.01,13236717768.0,10530579641.0,-0.13,-0.13,-4.11,3.46
5414,002703,浙江世宝,16.28,-4.24,-0.72,634230.0,1028549673.2,4.94,16.71,15.87,16.7,17.0,1.13,11.47,324.02,9.1,12855414690.0,9003822124.0,0.0,0.62,8.53,75.62
5415,300109,新开源,19.39,-4.25,-0.86,57622.0,113448578.2,4.74,20.32,19.36,20.24,20.25,2.01,2.02,11.93,1.92,6255249619.0,5529096970.0,-0.05,-0.05,-21.15,-18.19
5416,600820,隧道股份,5.58,-4.29,-0.25,467903.0,262544380.0,5.83,5.86,5.52,5.84,5.83,3.17,1.49,11.34,0.65,17544056205.0,17544056205.0,0.0,-0.18,-3.96,11.6
